date,ZIP,confirmed cases,new_confirmed_cases,driving,transit,walking,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,population,Population.Density,incomLev,cases_adjusted_by_pop,new_cases_adjusted_by_pop,ave_new6_9after,ave_new7_10after,ave_new8_11after
2020-07-10,Brentwood,144,5,117.34,50.36,122.4,-32.0,-8.0,-8.0,-40.0,-40.0,16.0,31344,2059,2,0.004594180704441042,0.00015952016334864726,4.0,2.75,3.25
2020-07-11,Brentwood,146,2,108.61,43.58,123.69,-35.0,-8.0,-20.0,-37.0,-20.0,10.0,31344,2059,2,0.004657988769780501,6.380806533945891e-05,2.75,3.25,4.75
2020-07-12,Brentwood,149,3,89.72,38.63,99.92,-34.0,-12.0,-9.0,-40.0,-21.0,8.0,31344,2059,2,0.004753700867789689,9.571209800918837e-05,3.25,4.75,4.5
2020-07-13,Brentwood,153,4,99.32,48.12,105.51,-28.0,-11.0,-8.0,-41.0,-41.0,14.0,31344,2059,2,0.0048813169984686065,0.00012761613067891782,4.75,4.5,4.75
2020-07-14,Brentwood,153,0,99.93,46.43,105.27,-30.0,-10.0,-4.0,-41.0,-42.0,15.0,31344,2059,2,0.0048813169984686065,0.0,4.5,4.75,4.25
2020-07-15,Brentwood,159,6,101.23,45.44,105.17,-31.0,-11.0,-4.0,-41.0,-42.0,16.0,31344,2059,2,0.005072741194486983,0.00019142419601837673,4.75,4.25,2.5
2020-07-16,Brentwood,166,7,103.1,44.65,108.16,-32.0,-11.0,-5.0,-42.0,-42.0,16.0,31344,2059,2,0.005296069423175089,0.00022332822868810617,4.25,2.5,2.25
2020-07-17,Brentwood,168,2,115.66,46.56,122.24,-33.0,-10.0,-5.0,-41.0,-41.0,16.0,31344,2059,2,0.005359877488514548,6.380806533945891e-05,2.5,2.25,1.25
2020-07-18,Brentwood,171,3,108.57,41.14,123.87,-36.0,-9.0,-15.0,-37.0,-22.0,10.0,31344,2059,2,0.005455589586523737,9.571209800918837e-05,2.25,1.25,2.0
2020-07-19,Brentwood,175,4,89.04,36.33,98.2,-35.0,-13.0,-4.0,-40.0,-23.0,8.0,31344,2059,2,0.005583205717202655,0.00012761613067891782,1.25,2.0,2.5
2020-07-20,Brentwood,177,2,98.78,46.0,104.27,-31.0,-13.0,-2.0,-41.0,-42.0,14.0,31344,2059,2,0.005647013782542113,6.380806533945891e-05,2.0,2.5,2.5
2020-07-21,Brentwood,181,4,101.53,45.83,106.4,-31.0,-12.0,-1.0,-41.0,-43.0,15.0,31344,2059,2,0.005774629913221031,0.00012761613067891782,2.5,2.5,2.75
2020-07-22,Brentwood,190,9,103.21,45.57,106.65,-31.0,-12.0,-2.0,-42.0,-42.0,15.0,31344,2059,2,0.0060617662072485964,0.0002871362940275651,2.5,2.75,1.75
2020-07-23,Brentwood,193,3,105.03,44.31,108.99,-32.0,-12.0,-4.0,-42.0,-42.0,16.0,31344,2059,2,0.006157478305257784,9.571209800918837e-05,2.75,1.75,1.0
2020-07-24,Brentwood,196,3,118.49,47.65,123.08,-33.0,-11.0,-6.0,-41.0,-40.0,16.0,31344,2059,2,0.006253190403266973,9.571209800918837e-05,1.75,1.0,0.75
2020-07-25,Brentwood,198,2,110.26,40.83,126.5,-35.0,-10.0,-13.0,-37.0,-22.0,9.0,31344,2059,2,0.006316998468606432,6.380806533945891e-05,1.0,0.75,1.25
2020-07-26,Brentwood,200,2,92.04,37.3,100.84,-34.0,-14.0,-2.0,-39.0,-23.0,8.0,31344,2059,2,0.006380806533945891,6.380806533945891e-05,0.75,1.25,1.5
2020-07-27,Brentwood,202,2,99.56,46.64,104.9,-30.0,-14.0,-4.0,-41.0,-42.0,14.0,31344,2059,2,0.00644461459928535,6.380806533945891e-05,1.25,1.5,1.5
2020-07-28,Brentwood,201,-1,102.77,46.24,107.93,-31.0,-13.0,-2.0,-41.0,-42.0,15.0,31344,2059,2,0.00641271056661562,-3.1904032669729455e-05,1.5,1.5,1.75
2020-07-29,Brentwood,206,5,105.6,47.67,109.43,-31.0,-13.0,-2.0,-41.0,-42.0,15.0,31344,2059,2,0.006572230729964267,0.00015952016334864726,1.5,1.75,0.0
2020-07-30,Brentwood,210,4,109.82,46.04,111.63,-32.0,-12.0,-6.0,-41.0,-43.0,15.0,31344,2059,2,0.006699846860643185,0.00012761613067891782,1.75,0.0,0.0
2020-07-31,Brentwood,212,2,124.8,49.42,127.5,-32.0,-10.0,-4.0,-39.0,-41.0,15.0,31344,2059,2,0.006763654925982644,6.380806533945891e-05,0.0,0.0,0.0
2020-08-01,Brentwood,212,0,116.76,42.81,132.95,-35.0,-7.0,-14.0,-35.0,-22.0,9.0,31344,2059,2,0.006763654925982644,0.0,0.0,0.0,0.0
2020-08-02,Brentwood,213,1,95.16,38.03,105.03,-33.0,-12.0,-3.0,-37.0,-23.0,8.0,31344,2059,2,0.006795558958652374,3.1904032669729455e-05,0.0,0.0,0.0
2020-08-03,Brentwood,214,1,107.79,48.82,110.12,-28.0,-11.0,-2.0,-39.0,-41.0,13.0,31344,2059,2,0.006827462991322103,3.1904032669729455e-05,0.0,0.0,0.0
2020-08-04,Brentwood,215,1,107.59,48.02,110.84,-29.0,-10.0,0.0,-39.0,-42.0,14.0,31344,2059,2,0.006859367023991833,3.1904032669729455e-05,0.0,0.0,0.0
2020-08-05,Brentwood,217,2,108.24,48.72,112.06,-29.0,-11.0,0.0,-39.0,-42.0,14.0,31344,2059,2,0.006923175089331292,6.380806533945891e-05,0.0,0.0,0.0
2020-08-06,Brentwood,219,2,110.75,47.89,115.52,-30.0,-11.0,-1.0,-39.0,-42.0,15.0,31344,2059,2,0.006986983154670751,6.380806533945891e-05,0.0,0.0,0.0
2020-08-07,Brentwood,220,1,125.32,49.93,131.55,-31.0,-10.0,-2.0,-38.0,-41.0,15.0,31344,2059,2,0.00701888718734048,3.1904032669729455e-05,0.0,0.0,0.0
2020-08-08,Brentwood,222,2,117.6,43.23,137.38,-34.0,-9.0,-10.0,-35.0,-22.0,9.0,31344,2059,2,0.007082695252679939,6.380806533945891e-05,0.0,0.0,0.0
2020-07-01,Burbank,586,6,104.51,47.38,105.97,-26.0,-9.0,-4.0,-37.0,-40.0,14.0,100316,5785,2,0.005841540731289127,5.9810997248694124e-05,16.0,17.5,16.0
2020-07-02,Burbank,590,4,111.16,46.93,111.07,-25.0,-3.0,-3.0,-36.0,-42.0,14.0,100316,5785,2,0.005881414729454922,3.987399816579609e-05,17.5,16.0,18.75
2020-07-06,Burbank,621,31,96.69,47.33,101.87,-29.0,-11.0,-6.0,-40.0,-42.0,14.0,100316,5785,2,0.006190438215239842,0.00030902348578491963,16.0,18.75,17.5
2020-07-07,Burbank,645,24,100.47,47.16,105.67,-29.0,-9.0,-3.0,-38.0,-42.0,15.0,100316,5785,2,0.006429682204234619,0.0002392439889947765,18.75,17.5,13.5
2020-07-08,Burbank,656,11,102.16,47.22,106.68,-30.0,-10.0,-2.0,-39.0,-41.0,15.0,100316,5785,2,0.006539335699190558,0.00010965349495593923,17.5,13.5,12.5
2020-07-09,Burbank,661,5,105.36,47.62,110.24,-29.0,-9.0,-5.0,-40.0,-41.0,16.0,100316,5785,2,0.006589178196897803,4.984249770724511e-05,13.5,12.5,8.75
2020-07-10,Burbank,678,17,117.34,50.36,122.4,-32.0,-8.0,-8.0,-40.0,-40.0,16.0,100316,5785,2,0.006758642689102436,0.00016946449220463336,12.5,8.75,10.0
2020-07-11,Burbank,699,21,108.61,43.58,123.69,-35.0,-8.0,-20.0,-37.0,-20.0,10.0,100316,5785,2,0.006967981179472866,0.00020933849037042945,8.75,10.0,13.5
2020-07-12,Burbank,713,14,89.72,38.63,99.92,-34.0,-12.0,-9.0,-40.0,-21.0,8.0,100316,5785,2,0.007107540173053152,0.0001395589935802863,10.0,13.5,14.0
2020-07-13,Burbank,725,12,99.32,48.12,105.51,-28.0,-11.0,-8.0,-41.0,-41.0,14.0,100316,5785,2,0.00722716216755054,0.00011962199449738825,13.5,14.0,14.75
2020-07-14,Burbank,748,23,99.93,46.43,105.27,-30.0,-10.0,-4.0,-41.0,-42.0,15.0,100316,5785,2,0.007456437657003868,0.00022927548945332748,14.0,14.75,17.5
2020-07-15,Burbank,763,15,101.23,45.44,105.17,-31.0,-11.0,-4.0,-41.0,-42.0,16.0,100316,5785,2,0.007605965150125603,0.0001495274931217353,14.75,17.5,13.25
2020-07-16,Burbank,788,25,103.1,44.65,108.16,-32.0,-11.0,-5.0,-42.0,-42.0,16.0,100316,5785,2,0.007855177638661828,0.00024921248853622554,17.5,13.25,13.25
2020-07-17,Burbank,795,7,115.66,46.56,122.24,-33.0,-10.0,-5.0,-41.0,-41.0,16.0,100316,5785,2,0.007924957135451972,6.977949679014315e-05,13.25,13.25,11.0
2020-07-18,Burbank,802,7,108.57,41.14,123.87,-36.0,-9.0,-15.0,-37.0,-22.0,10.0,100316,5785,2,0.007994736632242115,6.977949679014315e-05,13.25,11.0,15.75
2020-07-19,Burbank,813,11,89.04,36.33,98.2,-35.0,-13.0,-4.0,-40.0,-23.0,8.0,100316,5785,2,0.008104390127198054,0.00010965349495593923,11.0,15.75,18.25
2020-07-20,Burbank,823,10,98.78,46.0,104.27,-31.0,-13.0,-2.0,-41.0,-42.0,14.0,100316,5785,2,0.008204075122612545,9.968499541449022e-05,15.75,18.25,17.5
2020-07-21,Burbank,835,12,101.53,45.83,106.4,-31.0,-12.0,-1.0,-41.0,-43.0,15.0,100316,5785,2,0.008323697117109933,0.00011962199449738825,18.25,17.5,18.0
2020-07-22,Burbank,856,21,103.21,45.57,106.65,-31.0,-12.0,-2.0,-42.0,-42.0,15.0,100316,5785,2,0.008533035607480362,0.00020933849037042945,17.5,18.0,9.25
2020-07-23,Burbank,869,13,105.03,44.31,108.99,-32.0,-12.0,-4.0,-42.0,-42.0,16.0,100316,5785,2,0.008662626101519199,0.00012959049403883728,18.0,9.25,9.75
2020-07-24,Burbank,882,13,118.49,47.65,123.08,-33.0,-11.0,-6.0,-41.0,-40.0,16.0,100316,5785,2,0.008792216595558037,0.00012959049403883728,9.25,9.75,9.0
2020-07-25,Burbank,905,23,110.26,40.83,126.5,-35.0,-10.0,-13.0,-37.0,-22.0,9.0,100316,5785,2,0.009021492085011363,0.00022927548945332748,9.75,9.0,12.25
2020-07-26,Burbank,909,4,92.04,37.3,100.84,-34.0,-14.0,-2.0,-39.0,-23.0,8.0,100316,5785,2,0.00906136608317716,3.987399816579609e-05,9.0,12.25,16.75
2020-07-27,Burbank,922,13,99.56,46.64,104.9,-30.0,-14.0,-4.0,-41.0,-42.0,14.0,100316,5785,2,0.009190956577215997,0.00012959049403883728,12.25,16.75,16.0
2020-07-28,Burbank,926,4,102.77,46.24,107.93,-31.0,-13.0,-2.0,-41.0,-42.0,15.0,100316,5785,2,0.009230830575381793,3.987399816579609e-05,16.75,16.0,15.5
2020-07-29,Burbank,968,42,105.6,47.67,109.43,-31.0,-13.0,-2.0,-41.0,-42.0,15.0,100316,5785,2,0.009649507556122653,0.0004186769807408589,16.0,15.5,0.0
2020-07-30,Burbank,982,14,109.82,46.04,111.63,-32.0,-12.0,-6.0,-41.0,-43.0,15.0,100316,5785,2,0.009789066549702938,0.0001395589935802863,15.5,0.0,0.0
2020-07-31,Burbank,992,10,124.8,49.42,127.5,-32.0,-10.0,-4.0,-39.0,-41.0,15.0,100316,5785,2,0.009888751545117428,9.968499541449022e-05,0.0,0.0,0.0
2020-08-01,Burbank,998,6,116.76,42.81,132.95,-35.0,-7.0,-14.0,-35.0,-22.0,9.0,100316,5785,2,0.009948562542366124,5.9810997248694124e-05,0.0,0.0,0.0
2020-08-02,Burbank,1005,7,95.16,38.03,105.03,-33.0,-12.0,-3.0,-37.0,-23.0,8.0,100316,5785,2,0.010018342039156266,6.977949679014315e-05,0.0,0.0,0.0
2020-08-03,Burbank,1021,16,107.79,48.82,110.12,-28.0,-11.0,-2.0,-39.0,-41.0,13.0,100316,5785,2,0.010177838031819451,0.00015949599266318435,0.0,0.0,0.0
2020-08-04,Burbank,1028,7,107.59,48.02,110.84,-29.0,-10.0,0.0,-39.0,-42.0,14.0,100316,5785,2,0.010247617528609594,6.977949679014315e-05,0.0,0.0,0.0
2020-08-05,Burbank,1047,19,108.24,48.72,112.06,-29.0,-11.0,0.0,-39.0,-42.0,14.0,100316,5785,2,0.010437019019897124,0.0001894014912875314,0.0,0.0,0.0
2020-08-06,Burbank,1072,25,110.75,47.89,115.52,-30.0,-11.0,-1.0,-39.0,-42.0,15.0,100316,5785,2,0.01068623150843335,0.00024921248853622554,0.0,0.0,0.0
2020-08-07,Burbank,1085,13,125.32,49.93,131.55,-31.0,-10.0,-2.0,-38.0,-41.0,15.0,100316,5785,2,0.010815822002472188,0.00012959049403883728,0.0,0.0,0.0
2020-08-08,Burbank,1090,5,117.6,43.23,137.38,-34.0,-9.0,-10.0,-35.0,-22.0,9.0,100316,5785,2,0.010865664500179433,4.984249770724511e-05,0.0,0.0,0.0
2020-07-01,Calabasas,130,4,104.51,47.38,105.97,-26.0,-9.0,-4.0,-37.0,-40.0,14.0,23130,1247,2,0.005620406398616515,0.0001729355814958928,3.25,2.75,2.75
2020-07-02,Calabasas,132,2,111.16,46.93,111.07,-25.0,-3.0,-3.0,-36.0,-42.0,14.0,23130,1247,2,0.005706874189364461,8.64677907479464e-05,2.75,2.75,2.75
2020-07-06,Calabasas,137,5,96.69,47.33,101.87,-29.0,-11.0,-6.0,-40.0,-42.0,14.0,23130,1247,2,0.0059230436662343275,0.00021616947686986597,2.75,2.75,1.75
2020-07-07,Calabasas,140,3,100.47,47.16,105.67,-29.0,-9.0,-3.0,-38.0,-42.0,15.0,23130,1247,2,0.0060527453523562475,0.00012970168612191958,2.75,1.75,3.25
2020-07-08,Calabasas,141,1,102.16,47.22,106.68,-30.0,-10.0,-2.0,-39.0,-41.0,15.0,23130,1247,2,0.0060959792477302205,4.32338953739732e-05,1.75,3.25,2.75
2020-07-09,Calabasas,142,1,105.36,47.62,110.24,-29.0,-9.0,-5.0,-40.0,-41.0,16.0,23130,1247,2,0.0061392131431041936,4.32338953739732e-05,3.25,2.75,3.0
2020-07-10,Calabasas,145,3,117.34,50.36,122.4,-32.0,-8.0,-8.0,-40.0,-40.0,16.0,23130,1247,2,0.0062689148292261136,0.00012970168612191958,2.75,3.0,3.5
2020-07-11,Calabasas,148,3,108.61,43.58,123.69,-35.0,-8.0,-20.0,-37.0,-20.0,10.0,23130,1247,2,0.006398616515348033,0.00012970168612191958,3.0,3.5,3.5
2020-07-12,Calabasas,151,3,89.72,38.63,99.92,-34.0,-12.0,-9.0,-40.0,-21.0,8.0,23130,1247,2,0.006528318201469953,0.00012970168612191958,3.5,3.5,3.75
2020-07-13,Calabasas,155,4,99.32,48.12,105.51,-28.0,-11.0,-8.0,-41.0,-41.0,14.0,23130,1247,2,0.006701253782965845,0.0001729355814958928,3.5,3.75,3.25
2020-07-14,Calabasas,156,1,99.93,46.43,105.27,-30.0,-10.0,-4.0,-41.0,-42.0,15.0,23130,1247,2,0.006744487678339819,4.32338953739732e-05,3.75,3.25,3.5
2020-07-15,Calabasas,159,3,101.23,45.44,105.17,-31.0,-11.0,-4.0,-41.0,-42.0,16.0,23130,1247,2,0.006874189364461738,0.00012970168612191958,3.25,3.5,2.25
2020-07-16,Calabasas,162,3,103.1,44.65,108.16,-32.0,-11.0,-5.0,-42.0,-42.0,16.0,23130,1247,2,0.007003891050583658,0.00012970168612191958,3.5,2.25,2.0
2020-07-17,Calabasas,162,0,115.66,46.56,122.24,-33.0,-10.0,-5.0,-41.0,-41.0,16.0,23130,1247,2,0.007003891050583658,0.0,2.25,2.0,1.75
2020-07-18,Calabasas,169,7,108.57,41.14,123.87,-36.0,-9.0,-15.0,-37.0,-22.0,10.0,23130,1247,2,0.00730652831820147,0.0003026372676178124,2.0,1.75,1.75
2020-07-19,Calabasas,170,1,89.04,36.33,98.2,-35.0,-13.0,-4.0,-40.0,-23.0,8.0,23130,1247,2,0.007349762213575443,4.32338953739732e-05,1.75,1.75,1.75
2020-07-20,Calabasas,174,4,98.78,46.0,104.27,-31.0,-13.0,-2.0,-41.0,-42.0,14.0,23130,1247,2,0.007522697795071336,0.0001729355814958928,1.75,1.75,2.0
2020-07-21,Calabasas,176,2,101.53,45.83,106.4,-31.0,-12.0,-1.0,-41.0,-43.0,15.0,23130,1247,2,0.007609165585819282,8.64677907479464e-05,1.75,2.0,1.75
2020-07-22,Calabasas,183,7,103.21,45.57,106.65,-31.0,-12.0,-2.0,-42.0,-42.0,15.0,23130,1247,2,0.007911802853437094,0.0003026372676178124,2.0,1.75,1.5
2020-07-23,Calabasas,185,2,105.03,44.31,108.99,-32.0,-12.0,-4.0,-42.0,-42.0,16.0,23130,1247,2,0.00799827064418504,8.64677907479464e-05,1.75,1.5,1.25
2020-07-24,Calabasas,187,2,118.49,47.65,123.08,-33.0,-11.0,-6.0,-41.0,-40.0,16.0,23130,1247,2,0.008084738434932988,8.64677907479464e-05,1.5,1.25,1.25
2020-07-25,Calabasas,190,3,110.26,40.83,126.5,-35.0,-10.0,-13.0,-37.0,-22.0,9.0,23130,1247,2,0.008214440121054907,0.00012970168612191958,1.25,1.25,1.5
2020-07-26,Calabasas,192,2,92.04,37.3,100.84,-34.0,-14.0,-2.0,-39.0,-23.0,8.0,23130,1247,2,0.008300907911802853,8.64677907479464e-05,1.25,1.5,1.5
2020-07-27,Calabasas,193,1,99.56,46.64,104.9,-30.0,-14.0,-4.0,-41.0,-42.0,14.0,23130,1247,2,0.008344141807176826,4.32338953739732e-05,1.5,1.5,2.0
2020-07-28,Calabasas,194,1,102.77,46.24,107.93,-31.0,-13.0,-2.0,-41.0,-42.0,15.0,23130,1247,2,0.0083873757025508,4.32338953739732e-05,1.5,2.0,1.5
2020-07-29,Calabasas,197,3,105.6,47.67,109.43,-31.0,-13.0,-2.0,-41.0,-42.0,15.0,23130,1247,2,0.008517077388672719,0.00012970168612191958,2.0,1.5,0.0
2020-07-30,Calabasas,199,2,109.82,46.04,111.63,-32.0,-12.0,-6.0,-41.0,-43.0,15.0,23130,1247,2,0.008603545179420666,8.64677907479464e-05,1.5,0.0,0.0
2020-07-31,Calabasas,201,2,124.8,49.42,127.5,-32.0,-10.0,-4.0,-39.0,-41.0,15.0,23130,1247,2,0.008690012970168613,8.64677907479464e-05,0.0,0.0,0.0
2020-08-01,Calabasas,201,0,116.76,42.81,132.95,-35.0,-7.0,-14.0,-35.0,-22.0,9.0,23130,1247,2,0.008690012970168613,0.0,0.0,0.0,0.0
2020-08-02,Calabasas,203,2,95.16,38.03,105.03,-33.0,-12.0,-3.0,-37.0,-23.0,8.0,23130,1247,2,0.008776480760916559,8.64677907479464e-05,0.0,0.0,0.0
2020-08-03,Calabasas,204,1,107.79,48.82,110.12,-28.0,-11.0,-2.0,-39.0,-41.0,13.0,23130,1247,2,0.008819714656290532,4.32338953739732e-05,0.0,0.0,0.0
2020-08-04,Calabasas,206,2,107.59,48.02,110.84,-29.0,-10.0,0.0,-39.0,-42.0,14.0,23130,1247,2,0.008906182447038478,8.64677907479464e-05,0.0,0.0,0.0
2020-08-05,Calabasas,207,1,108.24,48.72,112.06,-29.0,-11.0,0.0,-39.0,-42.0,14.0,23130,1247,2,0.00894941634241245,4.32338953739732e-05,0.0,0.0,0.0
2020-08-06,Calabasas,209,2,110.75,47.89,115.52,-30.0,-11.0,-1.0,-39.0,-42.0,15.0,23130,1247,2,0.009035884133160399,8.64677907479464e-05,0.0,0.0,0.0
2020-08-07,Calabasas,212,3,125.32,49.93,131.55,-31.0,-10.0,-2.0,-38.0,-41.0,15.0,23130,1247,2,0.009165585819282318,0.00012970168612191958,0.0,0.0,0.0
2020-08-08,Calabasas,212,0,117.6,43.23,137.38,-34.0,-9.0,-10.0,-35.0,-22.0,9.0,23130,1247,2,0.009165585819282318,0.0,0.0,0.0,0.0
2020-07-01,Canoga Park,814,8,104.51,47.38,105.97,-26.0,-9.0,-4.0,-37.0,-40.0,14.0,53227,12240,2,0.01529299039960922,0.00015029965994701937,8.75,10.25,11.25
2020-07-02,Canoga Park,824,10,111.16,46.93,111.07,-25.0,-3.0,-3.0,-36.0,-42.0,14.0,53227,12240,2,0.015480864974542995,0.0001878745749337742,10.25,11.25,15.5
2020-07-06,Canoga Park,849,25,96.69,47.33,101.87,-29.0,-11.0,-6.0,-40.0,-42.0,14.0,53227,12240,2,0.015950551411877432,0.0004696864373344355,11.25,15.5,20.25
2020-07-07,Canoga Park,877,28,100.47,47.16,105.67,-29.0,-9.0,-3.0,-38.0,-42.0,15.0,53227,12240,2,0.016476600221692,0.0005260488098145678,15.5,20.25,21.0
2020-07-08,Canoga Park,887,10,102.16,47.22,106.68,-30.0,-10.0,-2.0,-39.0,-41.0,15.0,53227,12240,2,0.016664474796625774,0.0001878745749337742,20.25,21.0,25.25
2020-07-09,Canoga Park,896,9,105.36,47.62,110.24,-29.0,-9.0,-5.0,-40.0,-41.0,16.0,53227,12240,2,0.01683356191406617,0.0001690871174403968,21.0,25.25,29.25
2020-07-10,Canoga Park,906,10,117.34,50.36,122.4,-32.0,-8.0,-8.0,-40.0,-40.0,16.0,53227,12240,2,0.017021436488999942,0.0001878745749337742,25.25,29.25,23.75
2020-07-11,Canoga Park,911,5,108.61,43.58,123.69,-35.0,-8.0,-20.0,-37.0,-20.0,10.0,53227,12240,2,0.01711537377646683,9.39372874668871e-05,29.25,23.75,23.5
2020-07-12,Canoga Park,921,10,89.72,38.63,99.92,-34.0,-12.0,-9.0,-40.0,-21.0,8.0,53227,12240,2,0.017303248351400603,0.0001878745749337742,23.75,23.5,20.25
2020-07-13,Canoga Park,931,10,99.32,48.12,105.51,-28.0,-11.0,-8.0,-41.0,-41.0,14.0,53227,12240,2,0.01749112292633438,0.0001878745749337742,23.5,20.25,11.25
2020-07-14,Canoga Park,947,16,99.93,46.43,105.27,-30.0,-10.0,-4.0,-41.0,-42.0,15.0,53227,12240,2,0.01779172224622842,0.00030059931989403875,20.25,11.25,19.25
2020-07-15,Canoga Park,956,9,101.23,45.44,105.17,-31.0,-11.0,-4.0,-41.0,-42.0,16.0,53227,12240,2,0.017960809363668815,0.0001690871174403968,11.25,19.25,18.25
2020-07-16,Canoga Park,983,27,103.1,44.65,108.16,-32.0,-11.0,-5.0,-42.0,-42.0,16.0,53227,12240,2,0.018468070715990006,0.0005072613523211904,19.25,18.25,19.75
2020-07-17,Canoga Park,1012,29,115.66,46.56,122.24,-33.0,-10.0,-5.0,-41.0,-41.0,16.0,53227,12240,2,0.01901290698329795,0.0005448362673079452,18.25,19.75,19.25
2020-07-18,Canoga Park,1031,19,108.57,41.14,123.87,-36.0,-9.0,-15.0,-37.0,-22.0,10.0,53227,12240,2,0.01936986867567212,0.000356961692374171,19.75,19.25,20.75
2020-07-19,Canoga Park,1057,26,89.04,36.33,98.2,-35.0,-13.0,-4.0,-40.0,-23.0,8.0,53227,12240,2,0.019858342570499933,0.000488473894827813,19.25,20.75,21.25
2020-07-20,Canoga Park,1100,43,98.78,46.0,104.27,-31.0,-13.0,-2.0,-41.0,-42.0,14.0,53227,12240,2,0.020666203242715165,0.0008078606722152291,20.75,21.25,20.25
2020-07-21,Canoga Park,1107,7,101.53,45.83,106.4,-31.0,-12.0,-1.0,-41.0,-43.0,15.0,53227,12240,2,0.020797715445168806,0.00013151220245364196,21.25,20.25,22.0
2020-07-22,Canoga Park,1125,18,103.21,45.57,106.65,-31.0,-12.0,-2.0,-42.0,-42.0,15.0,53227,12240,2,0.021135889680049598,0.0003381742348807936,20.25,22.0,13.5
2020-07-23,Canoga Park,1138,13,105.03,44.31,108.99,-32.0,-12.0,-4.0,-42.0,-42.0,16.0,53227,12240,2,0.021380126627463504,0.0002442369474139065,22.0,13.5,12.75
2020-07-24,Canoga Park,1145,7,118.49,47.65,123.08,-33.0,-11.0,-6.0,-41.0,-40.0,16.0,53227,12240,2,0.02151163882991715,0.00013151220245364196,13.5,12.75,12.75
2020-07-25,Canoga Park,1184,39,110.26,40.83,126.5,-35.0,-10.0,-13.0,-37.0,-22.0,9.0,53227,12240,2,0.022244349672158867,0.0007327108422417194,12.75,12.75,12.0
2020-07-26,Canoga Park,1198,14,92.04,37.3,100.84,-34.0,-14.0,-2.0,-39.0,-23.0,8.0,53227,12240,2,0.022507374077066152,0.0002630244049072839,12.75,12.0,13.5
2020-07-27,Canoga Park,1217,19,99.56,46.64,104.9,-30.0,-14.0,-4.0,-41.0,-42.0,14.0,53227,12240,2,0.02286433576944032,0.000356961692374171,12.0,13.5,14.5
2020-07-28,Canoga Park,1222,5,102.77,46.24,107.93,-31.0,-13.0,-2.0,-41.0,-42.0,15.0,53227,12240,2,0.02295827305690721,9.39372874668871e-05,13.5,14.5,17.0
2020-07-29,Canoga Park,1267,45,105.6,47.67,109.43,-31.0,-13.0,-2.0,-41.0,-42.0,15.0,53227,12240,2,0.023803708644109193,0.0008454355872019839,14.5,17.0,0.0
2020-07-30,Canoga Park,1283,16,109.82,46.04,111.63,-32.0,-12.0,-6.0,-41.0,-43.0,15.0,53227,12240,2,0.02410430796400323,0.00030059931989403875,17.0,0.0,0.0
2020-07-31,Canoga Park,1298,15,124.8,49.42,127.5,-32.0,-10.0,-4.0,-39.0,-41.0,15.0,53227,12240,2,0.024386119826403894,0.00028181186240066133,0.0,0.0,0.0
2020-08-01,Canoga Park,1310,12,116.76,42.81,132.95,-35.0,-7.0,-14.0,-35.0,-22.0,9.0,53227,12240,2,0.02461156931632442,0.00022544948992052905,0.0,0.0,0.0
2020-08-02,Canoga Park,1321,11,95.16,38.03,105.03,-33.0,-12.0,-3.0,-37.0,-23.0,8.0,53227,12240,2,0.024818231348751572,0.00020666203242715163,0.0,0.0,0.0
2020-08-03,Canoga Park,1334,13,107.79,48.82,110.12,-28.0,-11.0,-2.0,-39.0,-41.0,13.0,53227,12240,2,0.02506246829616548,0.0002442369474139065,0.0,0.0,0.0
2020-08-04,Canoga Park,1349,15,107.59,48.02,110.84,-29.0,-10.0,0.0,-39.0,-42.0,14.0,53227,12240,2,0.02534428015856614,0.00028181186240066133,0.0,0.0,0.0
2020-08-05,Canoga Park,1358,9,108.24,48.72,112.06,-29.0,-11.0,0.0,-39.0,-42.0,14.0,53227,12240,2,0.02551336727600654,0.0001690871174403968,0.0,0.0,0.0
2020-08-06,Canoga Park,1375,17,110.75,47.89,115.52,-30.0,-11.0,-1.0,-39.0,-42.0,15.0,53227,12240,2,0.025832754053393955,0.00031938677738741617,0.0,0.0,0.0
2020-08-07,Canoga Park,1392,17,125.32,49.93,131.55,-31.0,-10.0,-2.0,-38.0,-41.0,15.0,53227,12240,2,0.02615214083078137,0.00031938677738741617,0.0,0.0,0.0
2020-08-08,Canoga Park,1417,25,117.6,43.23,137.38,-34.0,-9.0,-10.0,-35.0,-22.0,9.0,53227,12240,2,0.026621827268115805,0.0004696864373344355,0.0,0.0,0.0
2020-07-01,Canyon Country,47,1,104.51,47.38,105.97,-26.0,-9.0,-4.0,-37.0,-40.0,14.0,25899,4,2,0.001814741881925943,3.861152940267964e-05,0.75,1.25,1.5
2020-07-02,Canyon Country,47,0,111.16,46.93,111.07,-25.0,-3.0,-3.0,-36.0,-42.0,14.0,25899,4,2,0.001814741881925943,0.0,1.25,1.5,1.5
2020-07-06,Canyon Country,50,3,96.69,47.33,101.87,-29.0,-11.0,-6.0,-40.0,-42.0,14.0,25899,4,2,0.001930576470133982,0.00011583458820803892,1.5,1.5,1.5
