date,ZIP,confirmed cases,new_confirmed_cases,driving,transit,walking,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,population,Population.Density,incomLev,cases_adjusted_by_pop,new_cases_adjusted_by_pop,ave_new6_9after,ave_new7_10after,ave_new8_11after
2020-07-01,Acton,25,1,104.51,47.38,105.97,-26.0,-9.0,-4.0,-37.0,-40.0,14.0,6522,166,2,0.003833180006133088,0.00015332720024532353,0.25,0.25,0.75
2020-07-02,Acton,25,0,111.16,46.93,111.07,-25.0,-3.0,-3.0,-36.0,-42.0,14.0,6522,166,2,0.003833180006133088,0.0,0.25,0.75,0.75
2020-07-06,Acton,29,4,96.69,47.33,101.87,-29.0,-11.0,-6.0,-40.0,-42.0,14.0,6522,166,2,0.0044464888071143824,0.0006133088009812941,0.75,0.75,0.75
2020-07-07,Acton,29,0,100.47,47.16,105.67,-29.0,-9.0,-3.0,-38.0,-42.0,15.0,6522,166,2,0.0044464888071143824,0.0,0.75,0.75,0.75
2020-07-08,Acton,31,2,102.16,47.22,106.68,-30.0,-10.0,-2.0,-39.0,-41.0,15.0,6522,166,2,0.004753143207605029,0.00030665440049064706,0.75,0.75,0.25
2020-07-09,Acton,33,2,105.36,47.62,110.24,-29.0,-9.0,-5.0,-40.0,-41.0,16.0,6522,166,2,0.005059797608095676,0.00030665440049064706,0.75,0.25,0.75
2020-07-10,Acton,33,0,117.34,50.36,122.4,-32.0,-8.0,-8.0,-40.0,-40.0,16.0,6522,166,2,0.005059797608095676,0.0,0.25,0.75,0.75
2020-07-11,Acton,34,1,108.61,43.58,123.69,-35.0,-8.0,-20.0,-37.0,-20.0,10.0,6522,166,2,0.005213124808341,0.00015332720024532353,0.75,0.75,0.75
2020-07-12,Acton,34,0,89.72,38.63,99.92,-34.0,-12.0,-9.0,-40.0,-21.0,8.0,6522,166,2,0.005213124808341,0.0,0.75,0.75,0.5
2020-07-13,Acton,34,0,99.32,48.12,105.51,-28.0,-11.0,-8.0,-41.0,-41.0,14.0,6522,166,2,0.005213124808341,0.0,0.75,0.5,0.0
2020-07-14,Acton,34,0,99.93,46.43,105.27,-30.0,-10.0,-4.0,-41.0,-42.0,15.0,6522,166,2,0.005213124808341,0.0,0.5,0.0,0.0
2020-07-15,Acton,37,3,101.23,45.44,105.17,-31.0,-11.0,-4.0,-41.0,-42.0,16.0,6522,166,2,0.00567310640907697,0.00045998160073597056,0.0,0.0,0.0
2020-07-16,Acton,37,0,103.1,44.65,108.16,-32.0,-11.0,-5.0,-42.0,-42.0,16.0,6522,166,2,0.00567310640907697,0.0,0.0,0.0,0.0
2020-07-17,Acton,37,0,115.66,46.56,122.24,-33.0,-10.0,-5.0,-41.0,-41.0,16.0,6522,166,2,0.00567310640907697,0.0,0.0,0.0,0.0
2020-07-18,Acton,37,0,108.57,41.14,123.87,-36.0,-9.0,-15.0,-37.0,-22.0,10.0,6522,166,2,0.00567310640907697,0.0,0.0,0.0,0.0
2020-07-19,Acton,38,1,89.04,36.33,98.2,-35.0,-13.0,-4.0,-40.0,-23.0,8.0,6522,166,2,0.005826433609322294,0.00015332720024532353,0.0,0.0,0.5
2020-07-20,Acton,40,2,98.78,46.0,104.27,-31.0,-13.0,-2.0,-41.0,-42.0,14.0,6522,166,2,0.0061330880098129405,0.00030665440049064706,0.0,0.5,1.0
2020-07-21,Acton,40,0,101.53,45.83,106.4,-31.0,-12.0,-1.0,-41.0,-43.0,15.0,6522,166,2,0.0061330880098129405,0.0,0.5,1.0,1.0
2020-07-22,Acton,40,0,103.21,45.57,106.65,-31.0,-12.0,-2.0,-42.0,-42.0,15.0,6522,166,2,0.0061330880098129405,0.0,1.0,1.0,1.25
2020-07-23,Acton,40,0,105.03,44.31,108.99,-32.0,-12.0,-4.0,-42.0,-42.0,16.0,6522,166,2,0.0061330880098129405,0.0,1.0,1.25,0.75
2020-07-24,Acton,40,0,118.49,47.65,123.08,-33.0,-11.0,-6.0,-41.0,-40.0,16.0,6522,166,2,0.0061330880098129405,0.0,1.25,0.75,0.25
2020-07-25,Acton,40,0,110.26,40.83,126.5,-35.0,-10.0,-13.0,-37.0,-22.0,9.0,6522,166,2,0.0061330880098129405,0.0,0.75,0.25,0.5
2020-07-26,Acton,40,0,92.04,37.3,100.84,-34.0,-14.0,-2.0,-39.0,-23.0,8.0,6522,166,2,0.0061330880098129405,0.0,0.25,0.5,1.25
2020-07-27,Acton,40,0,99.56,46.64,104.9,-30.0,-14.0,-4.0,-41.0,-42.0,14.0,6522,166,2,0.0061330880098129405,0.0,0.5,1.25,1.5
2020-07-28,Acton,40,0,102.77,46.24,107.93,-31.0,-13.0,-2.0,-41.0,-42.0,15.0,6522,166,2,0.0061330880098129405,0.0,1.25,1.5,2.0
2020-07-29,Acton,40,0,105.6,47.67,109.43,-31.0,-13.0,-2.0,-41.0,-42.0,15.0,6522,166,2,0.0061330880098129405,0.0,1.5,2.0,0.0
2020-07-30,Acton,42,2,109.82,46.04,111.63,-32.0,-12.0,-6.0,-41.0,-43.0,15.0,6522,166,2,0.006439742410303588,0.00030665440049064706,2.0,0.0,0.0
2020-07-31,Acton,44,2,124.8,49.42,127.5,-32.0,-10.0,-4.0,-39.0,-41.0,15.0,6522,166,2,0.006746396810794235,0.00030665440049064706,0.0,0.0,0.0
2020-08-01,Acton,44,0,116.76,42.81,132.95,-35.0,-7.0,-14.0,-35.0,-22.0,9.0,6522,166,2,0.006746396810794235,0.0,0.0,0.0,0.0
2020-08-02,Acton,45,1,95.16,38.03,105.03,-33.0,-12.0,-3.0,-37.0,-23.0,8.0,6522,166,2,0.0068997240110395585,0.00015332720024532353,0.0,0.0,0.0
2020-08-03,Acton,45,0,107.79,48.82,110.12,-28.0,-11.0,-2.0,-39.0,-41.0,13.0,6522,166,2,0.0068997240110395585,0.0,0.0,0.0,0.0
2020-08-04,Acton,45,0,107.59,48.02,110.84,-29.0,-10.0,0.0,-39.0,-42.0,14.0,6522,166,2,0.0068997240110395585,0.0,0.0,0.0,0.0
2020-08-05,Acton,46,1,108.24,48.72,112.06,-29.0,-11.0,0.0,-39.0,-42.0,14.0,6522,166,2,0.007053051211284882,0.00015332720024532353,0.0,0.0,0.0
2020-08-06,Acton,50,4,110.75,47.89,115.52,-30.0,-11.0,-1.0,-39.0,-42.0,15.0,6522,166,2,0.007666360012266176,0.0006133088009812941,0.0,0.0,0.0
2020-08-07,Acton,51,1,125.32,49.93,131.55,-31.0,-10.0,-2.0,-38.0,-41.0,15.0,6522,166,2,0.0078196872125115,0.00015332720024532353,0.0,0.0,0.0
2020-08-08,Acton,53,2,117.6,43.23,137.38,-34.0,-9.0,-10.0,-35.0,-22.0,9.0,6522,166,2,0.008126341613002146,0.00030665440049064706,0.0,0.0,0.0
2020-07-01,Agoura Hills,61,3,104.51,47.38,105.97,-26.0,-9.0,-4.0,-37.0,-40.0,14.0,20324,2495,2,0.003001377681558748,0.0001476087384373155,1.75,1.25,2.0
2020-07-02,Agoura Hills,62,1,111.16,46.93,111.07,-25.0,-3.0,-3.0,-36.0,-42.0,14.0,20324,2495,2,0.0030505805943711866,4.92029128124385e-05,1.25,2.0,3.0
2020-07-06,Agoura Hills,65,3,96.69,47.33,101.87,-29.0,-11.0,-6.0,-40.0,-42.0,14.0,20324,2495,2,0.0031981893328085023,0.0001476087384373155,2.0,3.0,3.25
2020-07-07,Agoura Hills,68,3,100.47,47.16,105.67,-29.0,-9.0,-3.0,-38.0,-42.0,15.0,20324,2495,2,0.003345798071245818,0.0001476087384373155,3.0,3.25,2.75
2020-07-08,Agoura Hills,69,1,102.16,47.22,106.68,-30.0,-10.0,-2.0,-39.0,-41.0,15.0,20324,2495,2,0.0033950009840582563,4.92029128124385e-05,3.25,2.75,2.0
2020-07-09,Agoura Hills,69,0,105.36,47.62,110.24,-29.0,-9.0,-5.0,-40.0,-41.0,16.0,20324,2495,2,0.0033950009840582563,0.0,2.75,2.0,0.75
2020-07-10,Agoura Hills,73,4,117.34,50.36,122.4,-32.0,-8.0,-8.0,-40.0,-40.0,16.0,20324,2495,2,0.0035918126353080104,0.000196811651249754,2.0,0.75,0.25
2020-07-11,Agoura Hills,73,0,108.61,43.58,123.69,-35.0,-8.0,-20.0,-37.0,-20.0,10.0,20324,2495,2,0.0035918126353080104,0.0,0.75,0.25,0.75
2020-07-12,Agoura Hills,74,1,89.72,38.63,99.92,-34.0,-12.0,-9.0,-40.0,-21.0,8.0,20324,2495,2,0.003641015548120449,4.92029128124385e-05,0.25,0.75,1.75
2020-07-13,Agoura Hills,76,2,99.32,48.12,105.51,-28.0,-11.0,-8.0,-41.0,-41.0,14.0,20324,2495,2,0.0037394213737453256,9.8405825624877e-05,0.75,1.75,2.25
2020-07-14,Agoura Hills,78,2,99.93,46.43,105.27,-30.0,-10.0,-4.0,-41.0,-42.0,15.0,20324,2495,2,0.003837827199370203,9.8405825624877e-05,1.75,2.25,2.25
2020-07-15,Agoura Hills,81,3,101.23,45.44,105.17,-31.0,-11.0,-4.0,-41.0,-42.0,16.0,20324,2495,2,0.003985435937807518,0.0001476087384373155,2.25,2.25,2.0
2020-07-16,Agoura Hills,86,5,103.1,44.65,108.16,-32.0,-11.0,-5.0,-42.0,-42.0,16.0,20324,2495,2,0.004231450501869711,0.0002460145640621925,2.25,2.0,1.0
2020-07-17,Agoura Hills,89,3,115.66,46.56,122.24,-33.0,-10.0,-5.0,-41.0,-41.0,16.0,20324,2495,2,0.004379059240307026,0.0001476087384373155,2.0,1.0,0.75
2020-07-18,Agoura Hills,89,0,108.57,41.14,123.87,-36.0,-9.0,-15.0,-37.0,-22.0,10.0,20324,2495,2,0.004379059240307026,0.0,1.0,0.75,2.25
2020-07-19,Agoura Hills,89,0,89.04,36.33,98.2,-35.0,-13.0,-4.0,-40.0,-23.0,8.0,20324,2495,2,0.004379059240307026,0.0,0.75,2.25,2.5
2020-07-20,Agoura Hills,89,0,98.78,46.0,104.27,-31.0,-13.0,-2.0,-41.0,-42.0,14.0,20324,2495,2,0.004379059240307026,0.0,2.25,2.5,3.0
2020-07-21,Agoura Hills,90,1,101.53,45.83,106.4,-31.0,-12.0,-1.0,-41.0,-43.0,15.0,20324,2495,2,0.004428262153119465,4.92029128124385e-05,2.5,3.0,4.25
2020-07-22,Agoura Hills,92,2,103.21,45.57,106.65,-31.0,-12.0,-2.0,-42.0,-42.0,15.0,20324,2495,2,0.0045266679787443415,9.8405825624877e-05,3.0,4.25,2.75
2020-07-23,Agoura Hills,96,4,105.03,44.31,108.99,-32.0,-12.0,-4.0,-42.0,-42.0,16.0,20324,2495,2,0.004723479629994096,0.000196811651249754,4.25,2.75,2.25
2020-07-24,Agoura Hills,98,2,118.49,47.65,123.08,-33.0,-11.0,-6.0,-41.0,-40.0,16.0,20324,2495,2,0.004821885455618973,9.8405825624877e-05,2.75,2.25,2.0
2020-07-25,Agoura Hills,99,1,110.26,40.83,126.5,-35.0,-10.0,-13.0,-37.0,-22.0,9.0,20324,2495,2,0.004871088368431411,4.92029128124385e-05,2.25,2.0,0.5
2020-07-26,Agoura Hills,100,1,92.04,37.3,100.84,-34.0,-14.0,-2.0,-39.0,-23.0,8.0,20324,2495,2,0.00492029128124385,4.92029128124385e-05,2.0,0.5,0.5
2020-07-27,Agoura Hills,100,0,99.56,46.64,104.9,-30.0,-14.0,-4.0,-41.0,-42.0,14.0,20324,2495,2,0.00492029128124385,0.0,0.5,0.5,0.75
2020-07-28,Agoura Hills,101,1,102.77,46.24,107.93,-31.0,-13.0,-2.0,-41.0,-42.0,15.0,20324,2495,2,0.004969494194056288,4.92029128124385e-05,0.5,0.75,1.25
2020-07-29,Agoura Hills,108,7,105.6,47.67,109.43,-31.0,-13.0,-2.0,-41.0,-42.0,15.0,20324,2495,2,0.005313914583743358,0.00034442038968706946,0.75,1.25,0.0
2020-07-30,Agoura Hills,110,2,109.82,46.04,111.63,-32.0,-12.0,-6.0,-41.0,-43.0,15.0,20324,2495,2,0.005412320409368235,9.8405825624877e-05,1.25,0.0,0.0
2020-07-31,Agoura Hills,112,2,124.8,49.42,127.5,-32.0,-10.0,-4.0,-39.0,-41.0,15.0,20324,2495,2,0.005510726234993111,9.8405825624877e-05,0.0,0.0,0.0
2020-08-01,Agoura Hills,118,6,116.76,42.81,132.95,-35.0,-7.0,-14.0,-35.0,-22.0,9.0,20324,2495,2,0.005805943711867743,0.000295217476874631,0.0,0.0,0.0
2020-08-02,Agoura Hills,119,1,95.16,38.03,105.03,-33.0,-12.0,-3.0,-37.0,-23.0,8.0,20324,2495,2,0.005855146624680181,4.92029128124385e-05,0.0,0.0,0.0
2020-08-03,Agoura Hills,119,0,107.79,48.82,110.12,-28.0,-11.0,-2.0,-39.0,-41.0,13.0,20324,2495,2,0.005855146624680181,0.0,0.0,0.0,0.0
2020-08-04,Agoura Hills,120,1,107.59,48.02,110.84,-29.0,-10.0,0.0,-39.0,-42.0,14.0,20324,2495,2,0.0059043495374926196,4.92029128124385e-05,0.0,0.0,0.0
2020-08-05,Agoura Hills,120,0,108.24,48.72,112.06,-29.0,-11.0,0.0,-39.0,-42.0,14.0,20324,2495,2,0.0059043495374926196,0.0,0.0,0.0,0.0
2020-08-06,Agoura Hills,121,1,110.75,47.89,115.52,-30.0,-11.0,-1.0,-39.0,-42.0,15.0,20324,2495,2,0.005953552450305058,4.92029128124385e-05,0.0,0.0,0.0
2020-08-07,Agoura Hills,122,1,125.32,49.93,131.55,-31.0,-10.0,-2.0,-38.0,-41.0,15.0,20324,2495,2,0.006002755363117496,4.92029128124385e-05,0.0,0.0,0.0
2020-08-08,Agoura Hills,125,3,117.6,43.23,137.38,-34.0,-9.0,-10.0,-35.0,-22.0,9.0,20324,2495,2,0.006150364101554812,0.0001476087384373155,0.0,0.0,0.0
2020-07-01,Alhambra,457,7,104.51,47.38,105.97,-26.0,-9.0,-4.0,-37.0,-40.0,14.0,85961,11275,2,0.0053163643978083085,8.143227742813602e-05,11.75,17.0,15.0
2020-07-02,Alhambra,474,17,111.16,46.93,111.07,-25.0,-3.0,-3.0,-36.0,-42.0,14.0,85961,11275,2,0.005514128500133782,0.00019776410232547317,17.0,15.0,17.75
2020-07-06,Alhambra,523,49,96.69,47.33,101.87,-29.0,-11.0,-6.0,-40.0,-42.0,14.0,85961,11275,2,0.0060841544421307335,0.0005700259419969521,15.0,17.75,18.0
2020-07-07,Alhambra,549,26,100.47,47.16,105.67,-29.0,-9.0,-3.0,-38.0,-42.0,15.0,85961,11275,2,0.006386617186863811,0.0003024627447330766,17.75,18.0,14.75
2020-07-08,Alhambra,559,10,102.16,47.22,106.68,-30.0,-10.0,-2.0,-39.0,-41.0,15.0,85961,11275,2,0.006502949011761148,0.00011633182489733716,18.0,14.75,15.25
2020-07-09,Alhambra,569,10,105.36,47.62,110.24,-29.0,-9.0,-5.0,-40.0,-41.0,16.0,85961,11275,2,0.006619280836658485,0.00011633182489733716,14.75,15.25,15.5
2020-07-10,Alhambra,572,3,117.34,50.36,122.4,-32.0,-8.0,-8.0,-40.0,-40.0,16.0,85961,11275,2,0.006654180384127685,3.489954746920115e-05,15.25,15.5,14.5
2020-07-11,Alhambra,590,18,108.61,43.58,123.69,-35.0,-8.0,-20.0,-37.0,-20.0,10.0,85961,11275,2,0.0068635776689428924,0.0002093972848152069,15.5,14.5,15.25
2020-07-12,Alhambra,603,13,89.72,38.63,99.92,-34.0,-12.0,-9.0,-40.0,-21.0,8.0,85961,11275,2,0.007014809041309431,0.0001512313723665383,14.5,15.25,13.5
2020-07-13,Alhambra,616,13,99.32,48.12,105.51,-28.0,-11.0,-8.0,-41.0,-41.0,14.0,85961,11275,2,0.00716604041367597,0.0001512313723665383,15.25,13.5,10.0
2020-07-14,Alhambra,640,24,99.93,46.43,105.27,-30.0,-10.0,-4.0,-41.0,-42.0,15.0,85961,11275,2,0.007445236793429578,0.0002791963797536092,13.5,10.0,13.75
2020-07-15,Alhambra,650,10,101.23,45.44,105.17,-31.0,-11.0,-4.0,-41.0,-42.0,16.0,85961,11275,2,0.007561568618326916,0.00011633182489733716,10.0,13.75,13.0
2020-07-16,Alhambra,674,24,103.1,44.65,108.16,-32.0,-11.0,-5.0,-42.0,-42.0,16.0,85961,11275,2,0.007840764998080525,0.0002791963797536092,13.75,13.0,13.75
2020-07-17,Alhambra,688,14,115.66,46.56,122.24,-33.0,-10.0,-5.0,-41.0,-41.0,16.0,85961,11275,2,0.008003629552936797,0.00016286455485627204,13.0,13.75,18.0
2020-07-18,Alhambra,699,11,108.57,41.14,123.87,-36.0,-9.0,-15.0,-37.0,-22.0,10.0,85961,11275,2,0.008131594560323868,0.0001279650073870709,13.75,18.0,20.0
2020-07-19,Alhambra,711,12,89.04,36.33,98.2,-35.0,-13.0,-4.0,-40.0,-23.0,8.0,85961,11275,2,0.008271192750200673,0.0001395981898768046,18.0,20.0,20.0
2020-07-20,Alhambra,736,25,98.78,46.0,104.27,-31.0,-13.0,-2.0,-41.0,-42.0,14.0,85961,11275,2,0.008562022312444016,0.0002908295622433429,20.0,20.0,21.25
2020-07-21,Alhambra,746,10,101.53,45.83,106.4,-31.0,-12.0,-1.0,-41.0,-43.0,15.0,85961,11275,2,0.008678354137341353,0.00011633182489733716,20.0,21.25,18.25
2020-07-22,Alhambra,760,14,103.21,45.57,106.65,-31.0,-12.0,-2.0,-42.0,-42.0,15.0,85961,11275,2,0.008841218692197625,0.00016286455485627204,21.25,18.25,12.5
2020-07-23,Alhambra,765,5,105.03,44.31,108.99,-32.0,-12.0,-4.0,-42.0,-42.0,16.0,85961,11275,2,0.008899384604646293,5.816591244866858e-05,18.25,12.5,11.25
2020-07-24,Alhambra,776,11,118.49,47.65,123.08,-33.0,-11.0,-6.0,-41.0,-40.0,16.0,85961,11275,2,0.009027349612033364,0.0001279650073870709,12.5,11.25,10.5
2020-07-25,Alhambra,801,25,110.26,40.83,126.5,-35.0,-10.0,-13.0,-37.0,-22.0,9.0,85961,11275,2,0.009318179174276707,0.0002908295622433429,11.25,10.5,8.5
2020-07-26,Alhambra,812,11,92.04,37.3,100.84,-34.0,-14.0,-2.0,-39.0,-23.0,8.0,85961,11275,2,0.009446144181663778,0.0001279650073870709,10.5,8.5,10.25
2020-07-27,Alhambra,820,8,99.56,46.64,104.9,-30.0,-14.0,-4.0,-41.0,-42.0,14.0,85961,11275,2,0.009539209641581647,9.306545991786973e-05,8.5,10.25,11.0
2020-07-28,Alhambra,848,28,102.77,46.24,107.93,-31.0,-13.0,-2.0,-41.0,-42.0,15.0,85961,11275,2,0.009864938751294192,0.0003257291097125441,10.25,11.0,11.75
2020-07-29,Alhambra,881,33,105.6,47.67,109.43,-31.0,-13.0,-2.0,-41.0,-42.0,15.0,85961,11275,2,0.010248833773455404,0.0003838950221612126,11.0,11.75,0.0
2020-07-30,Alhambra,892,11,109.82,46.04,111.63,-32.0,-12.0,-6.0,-41.0,-43.0,15.0,85961,11275,2,0.010376798780842475,0.0001279650073870709,11.75,0.0,0.0
2020-07-31,Alhambra,905,13,124.8,49.42,127.5,-32.0,-10.0,-4.0,-39.0,-41.0,15.0,85961,11275,2,0.010528030153209014,0.0001512313723665383,0.0,0.0,0.0
2020-08-01,Alhambra,921,16,116.76,42.81,132.95,-35.0,-7.0,-14.0,-35.0,-22.0,9.0,85961,11275,2,0.010714161073044752,0.00018613091983573946,0.0,0.0,0.0
2020-08-02,Alhambra,931,10,95.16,38.03,105.03,-33.0,-12.0,-3.0,-37.0,-23.0,8.0,85961,11275,2,0.01083049289794209,0.00011633182489733716,0.0,0.0,0.0
2020-08-03,Alhambra,937,6,107.79,48.82,110.12,-28.0,-11.0,-2.0,-39.0,-41.0,13.0,85961,11275,2,0.010900291992880493,6.97990949384023e-05,0.0,0.0,0.0
2020-08-04,Alhambra,947,10,107.59,48.02,110.84,-29.0,-10.0,0.0,-39.0,-42.0,14.0,85961,11275,2,0.01101662381777783,0.00011633182489733716,0.0,0.0,0.0
2020-08-05,Alhambra,955,8,108.24,48.72,112.06,-29.0,-11.0,0.0,-39.0,-42.0,14.0,85961,11275,2,0.011109689277695699,9.306545991786973e-05,0.0,0.0,0.0
2020-08-06,Alhambra,972,17,110.75,47.89,115.52,-30.0,-11.0,-1.0,-39.0,-42.0,15.0,85961,11275,2,0.011307453380021173,0.00019776410232547317,0.0,0.0,0.0
2020-08-07,Alhambra,981,9,125.32,49.93,131.55,-31.0,-10.0,-2.0,-38.0,-41.0,15.0,85961,11275,2,0.011412152022428776,0.00010469864240760345,0.0,0.0,0.0
2020-08-08,Alhambra,994,13,117.6,43.23,137.38,-34.0,-9.0,-10.0,-35.0,-22.0,9.0,85961,11275,2,0.011563383394795314,0.0001512313723665383,0.0,0.0,0.0
2020-07-01,Altadena,240,3,104.51,47.38,105.97,-26.0,-9.0,-4.0,-37.0,-40.0,14.0,42680,4900,2,0.005623242736644799,7.029053420805998e-05,4.0,5.25,6.0
2020-07-02,Altadena,248,8,111.16,46.93,111.07,-25.0,-3.0,-3.0,-36.0,-42.0,14.0,42680,4900,2,0.005810684161199625,0.00018744142455482662,5.25,6.0,6.0
2020-07-06,Altadena,269,21,96.69,47.33,101.87,-29.0,-11.0,-6.0,-40.0,-42.0,14.0,42680,4900,2,0.006302717900656045,0.0004920337394564198,6.0,6.0,7.0
2020-07-07,Altadena,285,16,100.47,47.16,105.67,-29.0,-9.0,-3.0,-38.0,-42.0,15.0,42680,4900,2,0.006677600749765698,0.00037488284910965324,6.0,7.0,6.5
2020-07-08,Altadena,292,7,102.16,47.22,106.68,-30.0,-10.0,-2.0,-39.0,-41.0,15.0,42680,4900,2,0.006841611996251172,0.0001640112464854733,7.0,6.5,5.5
2020-07-09,Altadena,298,6,105.36,47.62,110.24,-29.0,-9.0,-5.0,-40.0,-41.0,16.0,42680,4900,2,0.006982193064667292,0.00014058106841611997,6.5,5.5,7.25
2020-07-10,Altadena,302,4,117.34,50.36,122.4,-32.0,-8.0,-8.0,-40.0,-40.0,16.0,42680,4900,2,0.007075913776944704,9.372071227741331e-05,5.5,7.25,8.25
2020-07-11,Altadena,306,4,108.61,43.58,123.69,-35.0,-8.0,-20.0,-37.0,-20.0,10.0,42680,4900,2,0.007169634489222118,9.372071227741331e-05,7.25,8.25,9.75
2020-07-12,Altadena,309,3,89.72,38.63,99.92,-34.0,-12.0,-9.0,-40.0,-21.0,8.0,42680,4900,2,0.007239925023430178,7.029053420805998e-05,8.25,9.75,9.75
2020-07-13,Altadena,314,5,99.32,48.12,105.51,-28.0,-11.0,-8.0,-41.0,-41.0,14.0,42680,4900,2,0.007357075913776945,0.00011715089034676664,9.75,9.75,8.75
2020-07-14,Altadena,323,9,99.93,46.43,105.27,-30.0,-10.0,-4.0,-41.0,-42.0,15.0,42680,4900,2,0.007567947516401124,0.00021087160262417995,9.75,8.75,8.75
2020-07-15,Altadena,330,7,101.23,45.44,105.17,-31.0,-11.0,-4.0,-41.0,-42.0,16.0,42680,4900,2,0.007731958762886598,0.0001640112464854733,8.75,8.75,6.75
2020-07-16,Altadena,333,3,103.1,44.65,108.16,-32.0,-11.0,-5.0,-42.0,-42.0,16.0,42680,4900,2,0.007802249297094658,7.029053420805998e-05,8.75,6.75,6.75
2020-07-17,Altadena,342,9,115.66,46.56,122.24,-33.0,-10.0,-5.0,-41.0,-41.0,16.0,42680,4900,2,0.008013120899718838,0.00021087160262417995,6.75,6.75,6.5
2020-07-18,Altadena,349,7,108.57,41.14,123.87,-36.0,-9.0,-15.0,-37.0,-22.0,10.0,42680,4900,2,0.008177132146204311,0.0001640112464854733,6.75,6.5,6.25
2020-07-19,Altadena,352,3,89.04,36.33,98.2,-35.0,-13.0,-4.0,-40.0,-23.0,8.0,42680,4900,2,0.008247422680412371,7.029053420805998e-05,6.5,6.25,6.25
2020-07-20,Altadena,362,10,98.78,46.0,104.27,-31.0,-13.0,-2.0,-41.0,-42.0,14.0,42680,4900,2,0.008481724461105905,0.00023430178069353328,6.25,6.25,9.25
2020-07-21,Altadena,375,13,101.53,45.83,106.4,-31.0,-12.0,-1.0,-41.0,-43.0,15.0,42680,4900,2,0.008786316776007498,0.00030459231490159326,6.25,9.25,11.25
2020-07-22,Altadena,388,13,103.21,45.57,106.65,-31.0,-12.0,-2.0,-42.0,-42.0,15.0,42680,4900,2,0.00909090909090909,0.00030459231490159326,9.25,11.25,8.75
2020-07-23,Altadena,391,3,105.03,44.31,108.99,-32.0,-12.0,-4.0,-42.0,-42.0,16.0,42680,4900,2,0.00916119962511715,7.029053420805998e-05,11.25,8.75,8.75
2020-07-24,Altadena,397,6,118.49,47.65,123.08,-33.0,-11.0,-6.0,-41.0,-40.0,16.0,42680,4900,2,0.009301780693533272,0.00014058106841611997,8.75,8.75,6.25
2020-07-25,Altadena,410,13,110.26,40.83,126.5,-35.0,-10.0,-13.0,-37.0,-22.0,9.0,42680,4900,2,0.009606373008434864,0.00030459231490159326,8.75,6.25,5.75
2020-07-26,Altadena,415,5,92.04,37.3,100.84,-34.0,-14.0,-2.0,-39.0,-23.0,8.0,42680,4900,2,0.00972352389878163,0.00011715089034676664,6.25,5.75,5.75
2020-07-27,Altadena,418,3,99.56,46.64,104.9,-30.0,-14.0,-4.0,-41.0,-42.0,14.0,42680,4900,2,0.00979381443298969,7.029053420805998e-05,5.75,5.75,6.25
2020-07-28,Altadena,423,5,102.77,46.24,107.93,-31.0,-13.0,-2.0,-41.0,-42.0,15.0,42680,4900,2,0.009910965323336457,0.00011715089034676664,5.75,6.25,6.5
2020-07-29,Altadena,435,12,105.6,47.67,109.43,-31.0,-13.0,-2.0,-41.0,-42.0,15.0,42680,4900,2,0.010192127460168697,0.00028116213683223993,6.25,6.5,0.0
2020-07-30,Altadena,440,5,109.82,46.04,111.63,-32.0,-12.0,-6.0,-41.0,-43.0,15.0,42680,4900,2,0.010309278350515464,0.00011715089034676664,6.5,0.0,0.0
2020-07-31,Altadena,455,15,124.8,49.42,127.5,-32.0,-10.0,-4.0,-39.0,-41.0,15.0,42680,4900,2,0.010660731021555764,0.0003514526710402999,0.0,0.0,0.0
2020-08-01,Altadena,468,13,116.76,42.81,132.95,-35.0,-7.0,-14.0,-35.0,-22.0,9.0,42680,4900,2,0.010965323336457358,0.00030459231490159326,0.0,0.0,0.0
2020-08-02,Altadena,470,2,95.16,38.03,105.03,-33.0,-12.0,-3.0,-37.0,-23.0,8.0,42680,4900,2,0.011012183692596064,4.6860356138706655e-05,0.0,0.0,0.0
2020-08-03,Altadena,475,5,107.79,48.82,110.12,-28.0,-11.0,-2.0,-39.0,-41.0,13.0,42680,4900,2,0.01112933458294283,0.00011715089034676664,0.0,0.0,0.0
2020-08-04,Altadena,480,5,107.59,48.02,110.84,-29.0,-10.0,0.0,-39.0,-42.0,14.0,42680,4900,2,0.011246485473289597,0.00011715089034676664,0.0,0.0,0.0
2020-08-05,Altadena,491,11,108.24,48.72,112.06,-29.0,-11.0,0.0,-39.0,-42.0,14.0,42680,4900,2,0.011504217432052483,0.0002577319587628866,0.0,0.0,0.0
2020-08-06,Altadena,493,2,110.75,47.89,115.52,-30.0,-11.0,-1.0,-39.0,-42.0,15.0,42680,4900,2,0.011551077788191191,4.6860356138706655e-05,0.0,0.0,0.0
2020-08-07,Altadena,500,7,125.32,49.93,131.55,-31.0,-10.0,-2.0,-38.0,-41.0,15.0,42680,4900,2,0.011715089034676664,0.0001640112464854733,0.0,0.0,0.0
2020-08-08,Altadena,506,6,117.6,43.23,137.38,-34.0,-9.0,-10.0,-35.0,-22.0,9.0,42680,4900,2,0.011855670103092783,0.00014058106841611997,0.0,0.0,0.0
